Facility.Name,Facility.City,Facility.Type,Rating.Overall,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging,Procedure.Heart Attack.Cost,Procedure.Heart Attack.Quality,Procedure.Heart Attack.Value,Procedure.Heart Failure.Cost,Procedure.Heart Failure.Quality,Procedure.Heart Failure.Value,Procedure.Pneumonia.Cost,Procedure.Pneumonia.Quality,Procedure.Pneumonia.Value,Procedure.Hip Knee.Cost,Procedure.Hip Knee.Quality,Procedure.Hip Knee.Value
Hospital 2355,Carthage,Private,3,Same,None,Same,None,None,Same,None,0,Unknown,Unknown,16724,Average,Average,15254,Average,Lower,0,Unknown,Unknown
Hospital 2356,Quitman,Unknown,3,None,None,Same,None,Same,Same,None,0,Unknown,Unknown,17938,Average,Average,16383,Average,Average,0,Unknown,Unknown
Hospital 2357,Mendenhall,Private,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,16531,Average,Average,0,Unknown,Unknown
Hospital 2358,Ruleville,Government,2,Same,None,Below,None,None,None,Below,0,Unknown,Unknown,22450,Average,Higher,26538,Average,Higher,0,Unknown,Unknown
Hospital 2359,Lexington,Government,3,None,None,Same,None,Same,Same,None,0,Unknown,Unknown,19616,Average,Higher,19477,Average,Average,0,Unknown,Unknown
Hospital 2360,Port Gibson,Government,-1,Same,None,Above,None,None,None,None,0,Unknown,Unknown,18949,Average,Average,18443,Average,Average,0,Unknown,Unknown
Hospital 2361,Union,Private,3,None,None,Same,None,Same,Above,Same,0,Unknown,Unknown,18452,Unknown,Unknown,17414,Average,Average,0,Unknown,Unknown
Hospital 2362,Morton,Private,4,None,None,Above,None,Same,Above,Same,0,Unknown,Unknown,17026,Average,Average,17287,Average,Average,0,Unknown,Unknown
Hospital 2363,Tylertown,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,18838,Average,Average,18150,Average,Average,0,Unknown,Unknown
Hospital 2364,Collins,Government,2,Same,None,Below,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,18610,Average,Average,0,Unknown,Unknown
Hospital 2365,Prentiss,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,16953,Average,Average,0,Unknown,Unknown
Hospital 2366,Hazlehurst,Government,-1,None,None,Below,None,None,None,Same,0,Unknown,Unknown,0,Unknown,Unknown,16030,Average,Average,0,Unknown,Unknown
Hospital 2367,Leakesville,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,18585,Average,Average,0,Unknown,Unknown
Hospital 2368,Meadville,Government,-1,None,None,Above,None,None,Above,None,0,Unknown,Unknown,22091,Average,Higher,25637,Average,Higher,0,Unknown,Unknown
Hospital 2369,Calhoun City,Private,3,Same,None,Same,None,Same,Above,None,0,Unknown,Unknown,17224,Average,Average,17199,Average,Average,0,Unknown,Unknown
Hospital 2370,Poplarville,Government,-1,None,None,None,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 2371,Ackerman,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,24085,Average,Higher,0,Unknown,Unknown
Hospital 2372,De Kalb,Private,-1,None,None,Below,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,19527,Average,Average,0,Unknown,Unknown
Hospital 2373,Kosciusko,Unknown,4,Same,None,Above,None,Same,Above,Same,0,Unknown,Unknown,17157,Average,Average,17194,Average,Average,0,Unknown,Unknown
Hospital 2374,Ripley,Government,4,Same,None,Above,None,Below,Above,Same,0,Unknown,Unknown,16490,Average,Average,18830,Average,Average,0,Unknown,Unknown
Hospital 2375,Joplin,Church,3,Same,Above,Below,Same,Same,Same,Same,26825,Average,Higher,18210,Average,Higher,20431,Average,Higher,24953,Average,Average
Hospital 2376,Boonville,Unknown,3,Same,None,Same,None,Same,Above,None,0,Unknown,Unknown,15405,Average,Average,13790,Average,Lower,0,Unknown,Unknown
Hospital 2377,Saint Charles,Private,2,Below,Below,Above,Below,Same,Same,Same,23977,Average,Average,17046,Average,Average,17922,Worse,Average,21948,Average,Average
Hospital 2378,Saint Joseph,Private,5,Same,Above,Above,Same,Same,Same,Above,23846,Average,Average,15648,Average,Lower,16920,Better,Average,20838,Average,Lower
Hospital 2379,Sedalia,Government,3,Above,Same,Below,Below,Same,Same,Below,23355,Average,Average,14923,Average,Lower,15404,Average,Lower,17249,Average,Lower
Hospital 2380,Jefferson City,Proprietary,4,Same,Above,Above,Above,Same,Above,Same,25162,Average,Average,17440,Average,Average,16063,Average,Lower,21629,Average,Average
Hospital 2381,Rolla,Government,3,Below,Above,Above,Same,Same,Same,Below,26109,Average,Average,19382,Average,Higher,17338,Average,Average,23439,Average,Higher
Hospital 2382,Saint Louis,Private,5,Above,Above,Above,Above,Same,Same,Same,25396,Average,Average,17083,Better,Average,18559,Average,Higher,20074,Average,Lower
Hospital 2383,Kirksville,Proprietary,4,Same,Same,Above,Same,Above,Above,Same,24585,Average,Average,16650,Average,Average,18502,Average,Average,22507,Average,Average
Hospital 2384,Festus,Private,3,Same,Above,Below,Below,Same,Same,Same,25343,Average,Average,18884,Average,Higher,19352,Average,Higher,23044,Worse,Average
Hospital 2385,Houston,Unknown,3,Same,None,Below,Same,Below,Same,Same,0,Unknown,Unknown,14216,Average,Lower,14108,Average,Lower,0,Unknown,Unknown
Hospital 2386,Hannibal,Private,3,Same,Above,Same,Same,Same,Above,Same,20992,Average,Lower,15542,Average,Average,15739,Average,Lower,19279,Average,Lower
Hospital 2387,Kansas City,Proprietary,2,Same,Above,Below,Below,Above,Above,Above,25350,Average,Average,15407,Average,Average,18174,Average,Average,22513,Average,Average
Hospital 2388,Saint Louis,Unknown,2,Above,Below,Below,Above,Same,Below,Above,23029,Better,Average,16342,Average,Average,18368,Average,Higher,18065,Average,Lower
Hospital 2389,Butler,Government,3,Same,None,Below,Same,Same,Above,None,22060,Average,Average,16919,Average,Average,14825,Average,Lower,0,Unknown,Unknown
Hospital 2390,Springfield,Private,3,Below,Above,Above,Below,Same,Below,Same,22231,Average,Lower,14735,Worse,Lower,17160,Average,Average,19523,Average,Lower
Hospital 2391,Jefferson City,Private,3,Below,Same,Above,Above,Above,Above,Same,23399,Average,Average,15417,Average,Lower,16147,Average,Lower,20890,Average,Lower
Hospital 2392,Kansas City,Private,1,Same,Below,Below,Below,Below,Below,Below,0,Unknown,Unknown,14795,Average,Average,17586,Average,Average,23288,Average,Average
Hospital 2393,Maryville,Church,4,Same,Same,Above,Above,Same,Above,Same,0,Unknown,Unknown,15418,Average,Average,15329,Average,Lower,21804,Average,Average
Hospital 2394,Washington,Private,4,Same,Above,Above,Below,Same,Above,Same,23370,Average,Average,16358,Average,Average,18511,Average,Average,20021,Average,Lower
Hospital 2395,Cameron,Private,2,Same,Same,Below,Below,Same,Above,Same,0,Unknown,Unknown,14512,Average,Lower,14372,Average,Lower,22495,Average,Average
Hospital 2396,Lebanon,Church,3,Same,Same,Same,Same,Same,Same,Same,0,Unknown,Unknown,13934,Average,Lower,13716,Average,Lower,18853,Average,Lower
Hospital 2397,Nevada,Government,3,Same,None,Above,Same,Same,Above,Same,0,Unknown,Unknown,15736,Average,Average,17251,Average,Average,0,Unknown,Unknown
Hospital 2398,Kansas City,Private,4,Same,Same,Same,Above,Same,Same,Same,25944,Average,Average,16616,Average,Average,17521,Average,Average,22115,Average,Average
Hospital 2399,Mexico,Private,3,Same,Above,Above,Same,Same,Above,Same,22358,Average,Average,17009,Average,Average,18360,Average,Average,17993,Average,Lower
Hospital 2400,Springfield,Private,5,Same,Above,Above,Below,Below,Same,Above,22744,Average,Average,17130,Average,Average,18501,Average,Higher,18622,Better,Lower
Hospital 2401,Columbia,Unknown,5,Same,Above,Above,Above,Same,Same,Same,25517,Average,Higher,16162,Average,Average,18202,Average,Average,20885,Average,Lower
Hospital 2402,Hayti,Government,3,Same,None,Below,None,Below,Above,None,0,Unknown,Unknown,13402,Average,Lower,15257,Average,Lower,0,Unknown,Unknown
Hospital 2403,Moberly,Proprietary,3,Same,Same,Below,Same,Same,Above,None,0,Unknown,Unknown,15889,Average,Average,18538,Average,Average,24751,Average,Higher
Hospital 2404,Saint Louis,Private,1,Same,Below,Below,Below,Same,Same,Same,26003,Average,Higher,17260,Average,Average,17099,Average,Average,20344,Average,Lower
Hospital 2405,West Plains,Unknown,2,Below,Above,Above,Same,Same,Same,Below,21164,Average,Lower,14142,Average,Lower,16950,Worse,Average,20588,Average,Average
Hospital 2406,Doniphan,Private,3,None,None,Same,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,15333,Average,Lower,0,Unknown,Unknown
Hospital 2407,Fenton,Private,4,Same,Below,Above,Above,Same,Same,Same,23814,Average,Average,16525,Average,Average,16451,Average,Lower,21589,Average,Average
Hospital 2408,Kansas City,Private,4,Above,Above,Same,Below,Same,Above,Same,21957,Average,Average,16564,Better,Average,19907,Better,Higher,21281,Average,Average
Hospital 2409,Richmond Heights,Private,2,Above,Below,Above,Same,Same,Same,Same,25069,Average,Average,15346,Average,Lower,18345,Average,Average,20750,Average,Lower
Hospital 2410,Branson,Private,3,Same,Same,Above,Same,Same,Below,Same,24641,Average,Average,17696,Average,Average,19132,Average,Higher,19465,Average,Lower
Hospital 2411,Independence,Proprietary,2,Below,Above,Below,Same,Same,Same,Same,23290,Average,Average,16943,Average,Average,18658,Worse,Higher,21916,Average,Average
Hospital 2412,North Kansas City,Government,3,Same,Above,Below,Above,Same,Above,Below,23686,Average,Average,16213,Average,Average,18188,Average,Higher,24135,Average,Higher
Hospital 2413,Warrensburg,Government,3,Same,Above,Below,Same,Same,Same,Same,0,Unknown,Unknown,14690,Average,Lower,15635,Average,Lower,21999,Average,Average
Hospital 2414,Kansas City,Private,4,None,Above,Above,Same,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,16972,Average,Average,19448,Average,Lower
Hospital 2415,Bridgeton,Private,2,Above,Same,Below,Below,Same,Below,Same,23930,Average,Average,17608,Better,Higher,19299,Average,Higher,20986,Average,Lower
Hospital 2416,Saint Louis,Proprietary,1,Same,Below,Below,Below,Same,Below,Same,21805,Average,Average,16854,Average,Average,17502,Average,Average,0,Unknown,Unknown
Hospital 2417,Town And Country,Private,4,Same,Above,Above,Above,Same,Same,Above,23356,Average,Average,16790,Average,Average,17079,Average,Average,20656,Average,Lower
Hospital 2418,Cape Girardeau,Private,1,Below,Below,Below,Same,Same,Above,Below,25582,Average,Average,16880,Worse,Average,16544,Average,Lower,20164,Average,Lower
Hospital 2419,Sikeston,Unknown,2,Same,Below,Above,Same,Same,Above,Same,23405,Average,Average,15213,Average,Lower,16552,Average,Average,21072,Average,Average
Hospital 2420,Poplar Bluff,Proprietary,1,Below,Above,Below,Below,Same,Same,Below,25430,Average,Average,15318,Average,Lower,16089,Worse,Lower,21916,Average,Average
Hospital 2421,Joplin,Private,2,Below,Below,Above,Below,Below,Below,Same,23964,Worse,Average,16306,Average,Average,16531,Average,Lower,21152,Average,Lower
Hospital 2422,Kansas City,Government,4,Above,Below,Below,Above,Same,Same,Above,22830,Average,Average,17901,Average,Higher,18377,Average,Average,22213,Average,Average
Hospital 2423,Columbia,Government,1,Below,Below,Below,Above,Above,Same,Same,21590,Average,Lower,16810,Average,Average,17324,Average,Average,20860,Average,Lower
Hospital 2424,Marshall,Private,3,Same,Same,Same,Same,Same,Above,Same,0,Unknown,Unknown,14932,Average,Average,16336,Average,Average,23834,Average,Average
Hospital 2425,Dexter,Private,2,Same,None,Same,Below,Below,Same,Same,0,Unknown,Unknown,15719,Average,Average,15185,Average,Lower,0,Unknown,Unknown
Hospital 2426,Creve Coeur,Private,3,None,Above,Below,Same,Same,Same,Same,0,Unknown,Unknown,16575,Average,Average,15535,Average,Average,17782,Average,Lower
Hospital 2427,Farmington,Private,5,Same,Above,Above,Same,Same,Same,Above,0,Unknown,Unknown,17057,Average,Average,17735,Average,Average,29169,Average,Higher
Hospital 2428,Clinton,Government,3,Same,Same,Same,Same,Same,Same,Above,23998,Average,Average,14687,Average,Lower,15733,Average,Lower,19591,Average,Lower
Hospital 2429,Saint Louis,Proprietary,2,Same,Above,Below,Same,Same,Same,None,24309,Average,Average,17298,Average,Average,16306,Average,Average,22078,Average,Average
Hospital 2430,Liberty,Government,4,Same,Above,Same,Same,Same,Above,Same,25414,Average,Average,16732,Average,Average,17145,Average,Average,23338,Average,Higher
Hospital 2431,Chesterfield,Private,5,Above,Above,Above,Above,Same,Same,Same,25162,Average,Average,17392,Better,Average,17220,Better,Average,21289,Average,Lower
Hospital 2432,Saint Louis,Private,1,Same,Below,Below,Below,Same,Below,Same,25712,Average,Average,17319,Average,Average,19016,Average,Higher,22744,Average,Average
Hospital 2433,Cape Girardeau,Church,3,Below,Above,Below,Above,Same,Above,Below,24113,Average,Average,14616,Worse,Lower,16687,Average,Lower,19497,Average,Lower
Hospital 2434,Osage Beach,Unknown,3,Below,Above,Above,Same,Above,Above,Above,23627,Worse,Average,15733,Average,Average,15972,Worse,Lower,20230,Average,Lower
Hospital 2435,Lees Summit,Proprietary,3,Same,Above,Below,Above,Same,Above,Same,23144,Average,Average,15346,Average,Average,16957,Average,Average,22532,Average,Average
Hospital 2436,Saint Peters,Unknown,2,Same,Below,Below,Same,Same,Below,Above,23819,Average,Average,15671,Average,Average,17497,Average,Average,20098,Average,Lower
Hospital 2437,Blue Springs,Church,4,Above,Above,Below,Below,Same,Above,Same,24350,Average,Average,16374,Better,Average,18528,Better,Higher,24265,Average,Higher
Hospital 2438,Bolivar,Government,2,Below,Above,Same,Same,Same,Above,Same,22804,Average,Average,16121,Average,Average,17599,Worse,Average,18446,Average,Lower
Hospital 2439,Lake Saint Louis,Church,4,Same,Above,Above,Above,Same,Same,Same,24911,Average,Average,16996,Average,Average,18245,Average,Average,21762,Average,Average
Hospital 2440,Fulton,Private,-1,None,None,None,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,17441,Average,Average,0,Unknown,Unknown
Hospital 2441,Saint Louis,Proprietary,2,None,Below,Below,Same,Same,Below,None,0,Unknown,Unknown,19066,Average,Average,18725,Average,Average,0,Unknown,Unknown
Hospital 2442,Belton,Private,3,Same,Above,Below,Below,Above,Above,Same,0,Unknown,Unknown,16228,Average,Average,17270,Average,Average,21678,Average,Average
Hospital 2443,Lees Summit,Private,4,Above,Above,Below,Above,Same,Same,Above,22620,Average,Average,16386,Average,Average,16695,Better,Average,21831,Average,Average
Hospital 2444,O Fallon,Private,4,Same,Above,Same,Above,Same,Same,Same,23937,Average,Average,17274,Average,Average,17281,Average,Average,20958,Average,Average
Hospital 2445,Poplar Bluff,Private,3,None,None,Below,None,Same,Above,Below,0,Unknown,Unknown,0,Unknown,Unknown,13911,Average,Lower,0,Unknown,Unknown
Hospital 2446,Appleton City,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,19332,Average,Higher,21675,Average,Higher,0,Unknown,Unknown
Hospital 2447,Fredericktown,Unknown,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,15148,Average,Lower,0,Unknown,Unknown
Hospital 2448,Fairfax,Private,4,Same,None,Above,Above,None,None,None,0,Unknown,Unknown,15739,Average,Average,17741,Average,Average,0,Unknown,Unknown
Hospital 2449,Unionville,Unknown,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,20300,Average,Average,0,Unknown,Unknown
Hospital 2450,Milan,Government,-1,None,None,None,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,20459,Average,Average,0,Unknown,Unknown
Hospital 2451,Brookfield,Private,-1,Same,None,Above,None,None,None,None,0,Unknown,Unknown,16252,Average,Average,18138,Average,Average,0,Unknown,Unknown
Hospital 2452,Potosi,Government,2,Same,None,Below,None,Same,Same,Same,0,Unknown,Unknown,16112,Average,Average,17839,Average,Average,0,Unknown,Unknown
Hospital 2453,Trenton,Private,2,Same,None,Below,None,Same,Above,Same,0,Unknown,Unknown,18646,Average,Average,17196,Average,Average,0,Unknown,Unknown
Hospital 2454,Memphis,Government,3,Same,None,Same,None,Same,Above,None,0,Unknown,Unknown,18761,Average,Average,23266,Average,Higher,0,Unknown,Unknown
Hospital 2455,Perryville,Government,3,Same,None,Below,Same,Same,Above,Same,0,Unknown,Unknown,18822,Average,Average,18406,Better,Average,28163,Worse,Higher
Hospital 2456,Bethany,Government,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,21814,Average,Higher,0,Unknown,Unknown
Hospital 2457,Macon,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 2458,Hermann,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,18871,Average,Average,20800,Average,Higher,0,Unknown,Unknown
Hospital 2459,Bonne Terre,Private,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 2460,Aurora,Church,3,None,None,Same,Same,Same,None,None,0,Unknown,Unknown,0,Unknown,Unknown,19378,Average,Average,0,Unknown,Unknown
Hospital 2461,Cassville,Church,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,16680,Average,Average,0,Unknown,Unknown
Hospital 2462,Salem,Government,-1,Same,None,Below,None,None,None,None,0,Unknown,Unknown,15262,Average,Average,14343,Average,Lower,0,Unknown,Unknown
